date,county,fips,Staff Confirmed Cases,Patients Confirmed Cases,Staff Deaths,Patients Deaths,state,state2
2020-06-17,Ventura,111,35,40,0,3,California,CA
2020-06-17,Yolo,113,14,33,1,15,California,CA
2020-06-18,Alameda,1,164,368,1,30,California,CA
2020-06-18,Butte,7,2,2,0,0,California,CA
2020-06-18,Contra Costa,13,81,140,3,6,California,CA
2020-06-18,El Dorado,17,1,0,0,0,California,CA
2020-06-18,Fresno,19,50,144,3,36,California,CA
2020-06-18,Humboldt,23,2,2,1,2,California,CA
2020-06-18,Imperial,25,48,13,1,2,California,CA
2020-06-18,Kern,29,85,140,0,21,California,CA
2020-06-18,Kings,31,40,50,0,1,California,CA
2020-06-18,Los Angeles,37,3960,7253,44,1080,California,CA
2020-06-18,Madera,39,1,1,0,0,California,CA
2020-06-18,Marin,41,9,4,1,5,California,CA
2020-06-18,Mendocino,45,1,1,1,1,California,CA
2020-06-18,Merced,47,3,1,0,0,California,CA
2020-06-18,Monterey,53,2,14,0,1,California,CA
2020-06-18,Napa,55,3,2,1,1,California,CA
2020-06-18,Orange,59,405,795,3,83,California,CA
2020-06-18,Placer,61,2,2,0,2,California,CA
2020-06-18,Riverside,65,450,813,2,85,California,CA
2020-06-18,Sacramento,67,36,115,1,9,California,CA
2020-06-18,San Benito,69,1,1,1,1,California,CA
2020-06-18,San Bernardino,71,308,643,3,63,California,CA
2020-06-18,San Diego,73,288,660,5,76,California,CA
2020-06-18,San Francisco,75,106,129,1,16,California,CA
2020-06-18,San Joaquin,77,46,83,1,5,California,CA
2020-06-18,San Luis Obispo,79,2,1,0,0,California,CA
2020-06-18,San Mateo,81,132,273,1,39,California,CA
2020-06-18,Santa Barbara,83,28,32,1,4,California,CA
2020-06-18,Santa Clara,85,147,243,1,21,California,CA
2020-06-18,Santa Cruz,87,1,0,0,0,California,CA
2020-06-18,Shasta,89,2,2,0,1,California,CA
2020-06-18,Solano,95,36,98,0,11,California,CA
2020-06-18,Sonoma,97,6,3,1,1,California,CA
2020-06-18,Stanislaus,99,63,123,0,24,California,CA
2020-06-18,Sutter,101,1,0,0,0,California,CA
2020-06-18,Tulare,107,208,395,1,47,California,CA
2020-06-18,Tuolumne,109,1,0,0,0,California,CA
2020-06-18,Ventura,111,45,40,0,3,California,CA
2020-06-18,Yolo,113,15,33,1,15,California,CA
2020-06-19,Alameda,1,164,370,1,30,California,CA
2020-06-19,Butte,7,3,2,0,0,California,CA
2020-06-19,Contra Costa,13,84,144,3,6,California,CA
2020-06-19,El Dorado,17,1,0,0,0,California,CA
2020-06-19,Fresno,19,52,144,3,36,California,CA
2020-06-19,Humboldt,23,2,2,1,2,California,CA
2020-06-19,Imperial,25,48,13,1,2,California,CA
2020-06-19,Kern,29,85,142,0,22,California,CA
2020-06-19,Kings,31,42,50,0,1,California,CA
2020-06-19,Los Angeles,37,4035,7306,44,1094,California,CA
2020-06-19,Madera,39,1,1,0,0,California,CA
2020-06-19,Marin,41,9,4,1,5,California,CA
2020-06-19,Mendocino,45,1,1,1,1,California,CA
2020-06-19,Merced,47,3,1,0,0,California,CA
2020-06-19,Monterey,53,2,14,0,1,California,CA
2020-06-19,Napa,55,3,2,1,1,California,CA
2020-06-19,Orange,59,410,853,4,83,California,CA
2020-06-19,Placer,61,3,2,0,2,California,CA
2020-06-19,Riverside,65,458,827,2,85,California,CA
2020-06-19,Sacramento,67,37,115,1,9,California,CA
2020-06-19,San Benito,69,1,1,1,1,California,CA
2020-06-19,San Bernardino,71,308,645,3,63,California,CA
2020-06-19,San Diego,73,289,660,5,77,California,CA
2020-06-19,San Francisco,75,107,129,1,16,California,CA
2020-06-19,San Joaquin,77,47,83,1,5,California,CA
2020-06-19,San Luis Obispo,79,2,1,0,0,California,CA
2020-06-19,San Mateo,81,132,273,1,39,California,CA
2020-06-19,Santa Barbara,83,28,33,1,4,California,CA
2020-06-19,Santa Clara,85,148,244,1,21,California,CA
2020-06-19,Santa Cruz,87,1,0,0,0,California,CA
2020-06-19,Shasta,89,2,2,0,1,California,CA
2020-06-19,Solano,95,36,98,0,11,California,CA
2020-06-19,Sonoma,97,6,3,1,1,California,CA
2020-06-19,Stanislaus,99,63,123,0,24,California,CA
2020-06-19,Sutter,101,1,0,0,0,California,CA
2020-06-19,Tulare,107,217,395,1,47,California,CA
2020-06-19,Tuolumne,109,1,0,0,0,California,CA
2020-06-19,Ventura,111,46,40,0,3,California,CA
2020-06-19,Yolo,113,15,33,1,15,California,CA
2020-06-20,Alameda,1,166,370,1,30,California,CA
2020-06-20,Butte,7,3,2,0,0,California,CA
2020-06-20,Contra Costa,13,86,149,3,18,California,CA
2020-06-20,El Dorado,17,1,0,0,0,California,CA
2020-06-20,Fresno,19,53,144,3,37,California,CA
2020-06-20,Humboldt,23,2,2,1,2,California,CA
2020-06-20,Imperial,25,48,14,1,2,California,CA
2020-06-20,Kern,29,99,144,0,22,California,CA
2020-06-20,Kings,31,44,63,0,1,California,CA
2020-06-20,Los Angeles,37,4096,7378,44,1122,California,CA
2020-06-20,Madera,39,1,1,0,0,California,CA
2020-06-20,Marin,41,9,4,1,5,California,CA
2020-06-20,Mendocino,45,1,1,1,1,California,CA
2020-06-20,Merced,47,3,1,0,0,California,CA
2020-06-20,Monterey,53,2,14,0,1,California,CA
2020-06-20,Napa,55,3,2,1,1,California,CA
2020-06-20,Orange,59,424,864,4,85,California,CA
2020-06-20,Placer,61,3,2,0,2,California,CA
2020-06-20,Riverside,65,469,833,2,85,California,CA
2020-06-20,Sacramento,67,37,115,1,9,California,CA
2020-06-20,San Benito,69,1,1,1,1,California,CA
2020-06-20,San Bernardino,71,309,649,3,63,California,CA
2020-06-20,San Diego,73,290,660,5,77,California,CA
2020-06-20,San Francisco,75,108,129,1,16,California,CA
2020-06-20,San Joaquin,77,49,83,1,5,California,CA
2020-06-20,San Luis Obispo,79,2,1,0,0,California,CA
2020-06-20,San Mateo,81,133,273,1,39,California,CA
2020-06-20,Santa Barbara,83,29,33,1,4,California,CA
2020-06-20,Santa Clara,85,148,244,1,21,California,CA
2020-06-20,Santa Cruz,87,1,0,0,0,California,CA
2020-06-20,Shasta,89,2,2,0,1,California,CA
2020-06-20,Solano,95,36,98,0,11,California,CA
2020-06-20,Sonoma,97,6,3,1,1,California,CA
2020-06-20,Stanislaus,99,64,123,0,24,California,CA
2020-06-20,Sutter,101,1,0,0,0,California,CA
2020-06-20,Tulare,107,219,399,1,48,California,CA
2020-06-20,Tuolumne,109,1,0,0,0,California,CA
2020-06-20,Ventura,111,50,41,0,3,California,CA
2020-06-20,Yolo,113,15,33,1,15,California,CA
2020-06-21,Alameda,1,166,371,1,31,California,CA
2020-06-21,Butte,7,3,2,0,0,California,CA
2020-06-21,Contra Costa,13,86,162,4,19,California,CA
2020-06-21,El Dorado,17,1,0,0,0,California,CA
2020-06-21,Fresno,19,53,144,3,37,California,CA
2020-06-21,Humboldt,23,2,2,1,2,California,CA
2020-06-21,Imperial,25,48,14,1,2,California,CA
2020-06-21,Kern,29,99,144,0,22,California,CA
2020-06-21,Kings,31,46,63,0,1,California,CA
2020-06-21,Los Angeles,37,4122,7451,44,1147,California,CA
2020-06-21,Madera,39,1,1,0,0,California,CA
2020-06-21,Marin,41,9,4,1,5,California,CA
2020-06-21,Mendocino,45,1,1,1,1,California,CA
2020-06-21,Merced,47,3,1,0,0,California,CA
2020-06-21,Monterey,53,2,14,0,1,California,CA
2020-06-21,Napa,55,3,2,1,1,California,CA
2020-06-21,Orange,59,455,882,5,85,California,CA
2020-06-21,Placer,61,3,2,0,2,California,CA
2020-06-21,Riverside,65,481,834,2,85,California,CA
2020-06-21,Sacramento,67,37,115,1,9,California,CA
2020-06-21,San Benito,69,1,1,1,1,California,CA
2020-06-21,San Bernardino,71,310,669,3,63,California,CA
2020-06-21,San Diego,73,291,660,5,77,California,CA
2020-06-21,San Francisco,75,108,129,1,16,California,CA
2020-06-21,San Joaquin,77,49,84,1,5,California,CA
2020-06-21,San Luis Obispo,79,2,1,0,0,California,CA
2020-06-21,San Mateo,81,133,273,1,39,California,CA
2020-06-21,Santa Barbara,83,29,33,1,4,California,CA
2020-06-21,Santa Clara,85,149,245,1,21,California,CA
2020-06-21,Santa Cruz,87,1,0,0,0,California,CA
2020-06-21,Shasta,89,2,3,0,1,California,CA
2020-06-21,Solano,95,36,98,0,11,California,CA
2020-06-21,Sonoma,97,6,3,1,1,California,CA
2020-06-21,Stanislaus,99,64,123,0,24,California,CA
2020-06-21,Sutter,101,1,0,0,0,California,CA
2020-06-21,Tulare,107,219,399,1,49,California,CA
2020-06-21,Tuolumne,109,1,0,0,0,California,CA
2020-06-21,Ventura,111,50,41,0,3,California,CA
2020-06-21,Yolo,113,15,33,1,15,California,CA
2020-06-22,Alameda,1,167,371,1,31,California,CA
2020-06-22,Butte,7,3,2,0,0,California,CA
2020-06-22,Contra Costa,13,86,180,4,19,California,CA
2020-06-22,El Dorado,17,1,1,0,0,California,CA
2020-06-22,Fresno,19,53,144,3,37,California,CA
2020-06-22,Humboldt,23,2,2,1,2,California,CA
2020-06-22,Imperial,25,48,14,1,2,California,CA
2020-06-22,Kern,29,99,165,0,22,California,CA
2020-06-22,Kings,31,46,63,0,11,California,CA
2020-06-22,Los Angeles,37,4156,7479,46,1154,California,CA
2020-06-22,Madera,39,1,1,0,0,California,CA
2020-06-22,Marin,41,9,4,1,5,California,CA
2020-06-22,Mendocino,45,1,1,1,1,California,CA
2020-06-22,Merced,47,3,1,0,0,California,CA
2020-06-22,Monterey,53,2,14,0,1,California,CA
2020-06-22,Napa,55,3,2,1,1,California,CA
2020-06-22,Orange,59,460,888,5,88,California,CA
2020-06-22,Placer,61,3,2,0,2,California,CA
2020-06-22,Riverside,65,486,859,2,85,California,CA
2020-06-22,Sacramento,67,37,117,1,9,California,CA
2020-06-22,San Benito,69,1,1,1,1,California,CA
2020-06-22,San Bernardino,71,312,670,3,63,California,CA
2020-06-22,San Diego,73,294,662,5,77,California,CA
2020-06-22,San Francisco,75,108,129,1,16,California,CA
2020-06-22,San Joaquin,77,50,84,1,5,California,CA
2020-06-22,San Luis Obispo,79,2,1,0,0,California,CA
2020-06-22,San Mateo,81,134,274,1,39,California,CA
2020-06-22,Santa Barbara,83,29,33,1,4,California,CA
2020-06-22,Santa Clara,85,149,245,1,21,California,CA
2020-06-22,Santa Cruz,87,1,0,0,0,California,CA
2020-06-22,Shasta,89,2,3,0,1,California,CA
2020-06-22,Solano,95,36,98,0,11,California,CA
2020-06-22,Sonoma,97,6,3,1,2,California,CA
2020-06-22,Stanislaus,99,65,123,0,24,California,CA
2020-06-22,Sutter,101,1,0,0,0,California,CA
2020-06-22,Tulare,107,222,399,1,59,California,CA
2020-06-22,Tuolumne,109,1,0,0,0,California,CA
2020-06-22,Ventura,111,50,41,0,3,California,CA
2020-06-22,Yolo,113,15,33,1,15,California,CA
2020-06-23,Alameda,1,182,373,1,32,California,CA
2020-06-23,Butte,7,3,2,0,0,California,CA
2020-06-23,Contra Costa,13,86,182,4,22,California,CA
2020-06-23,El Dorado,17,1,1,0,0,California,CA
2020-06-23,Fresno,19,53,144,3,37,California,CA
2020-06-23,Humboldt,23,2,2,1,2,California,CA
2020-06-23,Imperial,25,59,17,1,2,California,CA
2020-06-23,Kern,29,99,166,0,22,California,CA
2020-06-23,Kings,31,46,63,0,11,California,CA
2020-06-23,Los Angeles,37,4197,7577,46,1170,California,CA
2020-06-23,Madera,39,1,1,0,0,California,CA
2020-06-23,Marin,41,9,4,1,5,California,CA
2020-06-23,Mendocino,45,1,1,1,1,California,CA
2020-06-23,Merced,47,3,1,0,0,California,CA
2020-06-23,Monterey,53,2,14,0,1,California,CA
2020-06-23,Napa,55,3,2,1,1,California,CA
2020-06-23,Nevada,57,1,0,0,0,California,CA
2020-06-23,Orange,59,485,905,5,89,California,CA
2020-06-23,Placer,61,4,3,0,2,California,CA
2020-06-23,Riverside,65,494,870,2,85,California,CA
2020-06-23,Sacramento,67,38,118,1,9,California,CA
2020-06-23,San Benito,69,1,1,1,1,California,CA
2020-06-23,San Bernardino,71,318,675,4,63,California,CA
2020-06-23,San Diego,73,295,662,5,77,California,CA
2020-06-23,San Francisco,75,108,129,1,16,California,CA
2020-06-23,San Joaquin,77,50,84,1,18,California,CA
2020-06-23,San Luis Obispo,79,2,1,0,0,California,CA
2020-06-23,San Mateo,81,134,274,1,41,California,CA
2020-06-23,Santa Barbara,83,29,33,1,4,California,CA
2020-06-23,Santa Clara,85,150,247,1,21,California,CA
2020-06-23,Santa Cruz,87,1,0,0,0,California,CA
2020-06-23,Shasta,89,2,3,0,1,California,CA
2020-06-23,Solano,95,36,98,0,11,California,CA
2020-06-23,Sonoma,97,6,3,1,2,California,CA
2020-06-23,Stanislaus,99,65,123,0,24,California,CA
2020-06-23,Sutter,101,1,0,0,0,California,CA
2020-06-23,Tulare,107,223,417,1,59,California,CA
2020-06-23,Tuolumne,109,1,0,0,0,California,CA
2020-06-23,Ventura,111,51,41,0,3,California,CA
2020-06-23,Yolo,113,15,33,1,15,California,CA
2020-06-24,Alameda,1,185,374,1,32,California,CA
2020-06-24,Butte,7,3,2,0,0,California,CA
2020-06-24,Contra Costa,13,86,195,4,23,California,CA
2020-06-24,El Dorado,17,1,1,0,0,California,CA
2020-06-24,Fresno,19,53,146,3,37,California,CA
2020-06-24,Humboldt,23,2,2,1,2,California,CA
2020-06-24,Imperial,25,60,38,1,2,California,CA
2020-06-24,Kern,29,100,167,0,22,California,CA
2020-06-24,Kings,31,48,63,0,11,California,CA
2020-06-24,Los Angeles,37,4235,7673,46,1187,California,CA
2020-06-24,Madera,39,1,1,0,0,California,CA
2020-06-24,Marin,41,9,15,1,5,California,CA
2020-06-24,Mendocino,45,1,1,1,1,California,CA
2020-06-24,Merced,47,3,1,0,0,California,CA
2020-06-24,Monterey,53,2,14,0,1,California,CA
2020-06-24,Napa,55,3,2,1,1,California,CA
2020-06-24,Nevada,57,1,0,0,0,California,CA
2020-06-24,Orange,59,524,927,5,89,California,CA
2020-06-24,Placer,61,4,3,0,2,California,CA
2020-06-24,Riverside,65,498,872,2,86,California,CA
2020-06-24,Sacramento,67,38,120,1,9,California,CA
2020-06-24,San Benito,69,1,1,1,1,California,CA
2020-06-24,San Bernardino,71,322,678,4,63,California,CA
2020-06-24,San Diego,73,297,678,5,78,California,CA
2020-06-24,San Francisco,75,109,130,1,16,California,CA
2020-06-24,San Joaquin,77,50,85,1,18,California,CA
2020-06-24,San Luis Obispo,79,2,1,0,0,California,CA
2020-06-24,San Mateo,81,134,274,1,41,California,CA
2020-06-24,Santa Barbara,83,29,34,1,4,California,CA
2020-06-24,Santa Clara,85,151,248,1,21,California,CA
2020-06-24,Santa Cruz,87,1,0,0,0,California,CA
2020-06-24,Shasta,89,2,3,0,1,California,CA
2020-06-24,Solano,95,36,98,0,11,California,CA
2020-06-24,Sonoma,97,6,13,1,2,California,CA
2020-06-24,Stanislaus,99,65,123,0,25,California,CA
2020-06-24,Sutter,101,1,0,0,0,California,CA
2020-06-24,Tulare,107,225,419,1,60,California,CA
2020-06-24,Tuolumne,109,1,0,0,0,California,CA
2020-06-24,Ventura,111,52,41,0,3,California,CA
2020-06-24,Yolo,113,15,33,1,15,California,CA
2020-06-25,Alameda,1,189,375,1,32,California,CA
2020-06-25,Butte,7,3,2,0,0,California,CA
2020-06-25,Contra Costa,13,89,198,4,25,California,CA
2020-06-25,El Dorado,17,1,1,0,0,California,CA
2020-06-25,Fresno,19,53,146,3,37,California,CA
2020-06-25,Humboldt,23,2,2,1,2,California,CA
2020-06-25,Imperial,25,60,39,1,2,California,CA
2020-06-25,Kern,29,114,171,0,22,California,CA
2020-06-25,Kings,31,48,63,0,11,California,CA
2020-06-25,Los Angeles,37,4269,7780,46,1193,California,CA
2020-06-25,Madera,39,1,1,0,0,California,CA
2020-06-25,Marin,41,11,15,1,5,California,CA
2020-06-25,Mendocino,45,1,1,1,1,California,CA
2020-06-25,Merced,47,3,1,0,0,California,CA
2020-06-25,Monterey,53,2,15,0,1,California,CA
2020-06-25,Napa,55,3,2,1,1,California,CA
2020-06-25,Nevada,57,1,0,0,0,California,CA
2020-06-25,Orange,59,539,940,5,101,California,CA
2020-06-25,Placer,61,5,3,0,2,California,CA
2020-06-25,Riverside,65,512,882,2,86,California,CA
2020-06-25,Sacramento,67,39,122,1,10,California,CA
2020-06-25,San Benito,69,1,1,1,1,California,CA
2020-06-25,San Bernardino,71,324,681,4,64,California,CA
2020-06-25,San Diego,73,309,682,5,78,California,CA
2020-06-25,San Francisco,75,112,131,1,16,California,CA
2020-06-25,San Joaquin,77,52,85,1,18,California,CA
2020-06-25,San Luis Obispo,79,2,1,0,0,California,CA
2020-06-25,San Mateo,81,134,274,1,41,California,CA
2020-06-25,Santa Barbara,83,30,34,1,4,California,CA
2020-06-25,Santa Clara,85,151,250,1,21,California,CA
2020-06-25,Santa Cruz,87,1,0,0,0,California,CA
2020-06-25,Shasta,89,2,3,0,1,California,CA
2020-06-25,Solano,95,36,98,0,11,California,CA
2020-06-25,Sonoma,97,6,14,1,2,California,CA
2020-06-25,Stanislaus,99,65,123,0,26,California,CA
2020-06-25,Sutter,101,1,0,0,0,California,CA
2020-06-25,Tulare,107,242,422,1,61,California,CA
2020-06-25,Tuolumne,109,1,0,0,0,California,CA
2020-06-25,Ventura,111,54,41,0,3,California,CA
2020-06-25,Yolo,113,15,33,1,15,California,CA
2020-06-26,Alameda,1,193,384,1,32,California,CA
2020-06-26,Butte,7,3,2,0,0,California,CA
2020-06-26,Contra Costa,13,102,198,4,27,California,CA
2020-06-26,El Dorado,17,1,1,0,0,California,CA
2020-06-26,Fresno,19,53,146,3,37,California,CA
2020-06-26,Humboldt,23,2,2,1,2,California,CA
2020-06-26,Imperial,25,61,39,1,2,California,CA
2020-06-26,Kern,29,117,174,0,22,California,CA
2020-06-26,Kings,31,49,63,0,11,California,CA
2020-06-26,Los Angeles,37,4309,7868,46,1203,California,CA
2020-06-26,Madera,39,1,1,0,0,California,CA
2020-06-26,Marin,41,11,15,1,5,California,CA
2020-06-26,Mendocino,45,1,1,1,1,California,CA
2020-06-26,Merced,47,3,1,0,0,California,CA
2020-06-26,Monterey,53,14,15,0,1,California,CA
2020-06-26,Napa,55,3,2,1,1,California,CA
2020-06-26,Nevada,57,1,0,0,0,California,CA
2020-06-26,Orange,59,563,956,5,101,California,CA
2020-06-26,Placer,61,5,3,0,2,California,CA
2020-06-26,Riverside,65,519,883,2,86,California,CA
2020-06-26,Sacramento,67,41,122,1,10,California,CA
2020-06-26,San Benito,69,1,1,1,1,California,CA
2020-06-26,San Bernardino,71,325,683,4,64,California,CA
2020-06-26,San Diego,73,311,687,5,78,California,CA
2020-06-26,San Francisco,75,112,132,1,16,California,CA
2020-06-26,San Joaquin,77,66,100,1,18,California,CA
2020-06-26,San Luis Obispo,79,2,1,0,0,California,CA
2020-06-26,San Mateo,81,134,274,1,41,California,CA
2020-06-26,Santa Barbara,83,32,34,1,4,California,CA
2020-06-26,Santa Clara,85,153,253,1,21,California,CA
2020-06-26,Santa Cruz,87,1,0,0,0,California,CA
2020-06-26,Shasta,89,3,3,0,1,California,CA
2020-06-26,Solano,95,36,98,0,11,California,CA
2020-06-26,Sonoma,97,6,14,1,2,California,CA
2020-06-26,Stanislaus,99,66,123,0,26,California,CA
2020-06-26,Sutter,101,1,0,0,0,California,CA
2020-06-26,Tulare,107,252,422,1,61,California,CA
2020-06-26,Tuolumne,109,1,0,0,0,California,CA
2020-06-26,Ventura,111,54,42,0,3,California,CA
2020-06-26,Yolo,113,15,34,1,15,California,CA
2020-06-27,Alameda,1,193,386,1,32,California,CA
2020-06-27,Butte,7,3,2,0,0,California,CA
2020-06-27,Contra Costa,13,106,205,4,27,California,CA
2020-06-27,El Dorado,17,2,1,0,0,California,CA
2020-06-27,Fresno,19,54,157,3,37,California,CA
2020-06-27,Humboldt,23,2,2,1,2,California,CA
2020-06-27,Imperial,25,64,47,1,2,California,CA
2020-06-27,Kern,29,124,175,0,22,California,CA
2020-06-27,Kings,31,49,70,0,12,California,CA
2020-06-27,Los Angeles,37,4347,7899,46,1213,California,CA
2020-06-27,Madera,39,1,1,0,0,California,CA
2020-06-27,Marin,41,11,15,1,5,California,CA
2020-06-27,Mendocino,45,1,1,1,1,California,CA
2020-06-27,Merced,47,3,1,0,0,California,CA
2020-06-27,Monterey,53,15,15,0,1,California,CA
2020-06-27,Napa,55,3,2,1,1,California,CA
2020-06-27,Nevada,57,1,0,0,0,California,CA
2020-06-27,Orange,59,582,966,5,102,California,CA
2020-06-27,Placer,61,5,4,0,2,California,CA
2020-06-27,Riverside,65,532,879,2,87,California,CA
2020-06-27,Sacramento,67,42,123,1,10,California,CA
2020-06-27,San Benito,69,1,1,1,1,California,CA
2020-06-27,San Bernardino,71,328,729,4,64,California,CA
2020-06-27,San Diego,73,314,698,5,80,California,CA
2020-06-27,San Francisco,75,112,133,1,16,California,CA
2020-06-27,San Joaquin,77,67,117,1,19,California,CA
2020-06-27,San Luis Obispo,79,2,1,0,0,California,CA
2020-06-27,San Mateo,81,134,274,1,41,California,CA
2020-06-27,Santa Barbara,83,32,34,1,4,California,CA
2020-06-27,Santa Clara,85,154,255,1,22,California,CA
2020-06-27,Santa Cruz,87,1,0,0,0,California,CA
2020-06-27,Shasta,89,3,3,0,1,California,CA
2020-06-27,Solano,95,36,98,0,11,California,CA
2020-06-27,Sonoma,97,6,14,1,2,California,CA
2020-06-27,Stanislaus,99,83,124,0,27,California,CA
2020-06-27,Sutter,101,1,0,0,0,California,CA
2020-06-27,Tulare,107,257,423,1,62,California,CA
2020-06-27,Tuolumne,109,1,0,0,0,California,CA
2020-06-27,Ventura,111,64,61,0,3,California,CA
2020-06-27,Yolo,113,16,34,1,15,California,CA
2020-06-28,Alameda,1,193,403,1,32,California,CA
2020-06-28,Butte,7,3,2,0,0,California,CA
2020-06-28,Contra Costa,13,107,216,4,27,California,CA
2020-06-28,El Dorado,17,2,1,0,0,California,CA
2020-06-28,Fresno,19,57,159,3,37,California,CA
2020-06-28,Humboldt,23,2,2,1,2,California,CA
2020-06-28,Imperial,25,70,47,1,2,California,CA
2020-06-28,Kern,29,127,176,0,22,California,CA
2020-06-28,Kings,31,53,70,0,12,California,CA
2020-06-28,Los Angeles,37,4386,7937,46,1217,California,CA
2020-06-28,Madera,39,1,1,0,0,California,CA
2020-06-28,Marin,41,11,15,1,5,California,CA
2020-06-28,Mendocino,45,1,1,1,1,California,CA
2020-06-28,Merced,47,3,1,0,0,California,CA
2020-06-28,Monterey,53,15,15,0,1,California,CA
2020-06-28,Napa,55,3,2,1,1,California,CA
2020-06-28,Nevada,57,1,0,0,0,California,CA
2020-06-28,Orange,59,590,973,5,106,California,CA
2020-06-28,Placer,61,5,4,0,2,California,CA
2020-06-28,Riverside,65,575,920,2,88,California,CA
2020-06-28,Sacramento,67,55,124,1,10,California,CA
2020-06-28,San Benito,69,1,1,1,1,California,CA
2020-06-28,San Bernardino,71,329,751,4,64,California,CA
2020-06-28,San Diego,73,317,741,5,80,California,CA
2020-06-28,San Francisco,75,113,133,1,16,California,CA
2020-06-28,San Joaquin,77,83,123,1,21,California,CA
2020-06-28,San Luis Obispo,79,2,1,0,0,California,CA
2020-06-28,San Mateo,81,134,274,1,41,California,CA
2020-06-28,Santa Barbara,83,32,34,1,4,California,CA
2020-06-28,Santa Clara,85,172,267,1,22,California,CA
2020-06-28,Santa Cruz,87,1,0,0,0,California,CA
2020-06-28,Shasta,89,3,3,0,1,California,CA
2020-06-28,Solano,95,36,98,0,11,California,CA
2020-06-28,Sonoma,97,6,19,1,2,California,CA
2020-06-28,Stanislaus,99,66,132,0,27,California,CA
2020-06-28,Sutter,101,1,0,0,0,California,CA
2020-06-28,Tulare,107,257,424,1,62,California,CA
2020-06-28,Tuolumne,109,2,0,0,0,California,CA
2020-06-28,Ventura,111,77,63,0,3,California,CA
2020-06-28,Yolo,113,16,34,1,15,California,CA
2020-06-29,Alameda,1,193,405,1,32,California,CA
2020-06-29,Butte,7,3,2,0,0,California,CA
2020-06-29,Contra Costa,13,110,227,4,27,California,CA
2020-06-29,El Dorado,17,2,1,0,0,California,CA
2020-06-29,Fresno,19,57,159,3,37,California,CA
2020-06-29,Humboldt,23,2,2,1,2,California,CA
2020-06-29,Imperial,25,77,60,1,2,California,CA
2020-06-29,Kern,29,128,177,0,22,California,CA
2020-06-29,Kings,31,53,70,0,12,California,CA
2020-06-29,Los Angeles,37,4450,7993,47,1232,California,CA
2020-06-29,Madera,39,1,1,0,0,California,CA
2020-06-29,Marin,41,21,15,1,5,California,CA
2020-06-29,Mendocino,45,1,1,1,1,California,CA
2020-06-29,Merced,47,3,1,0,0,California,CA
